,Name,Date,Star Rating,Title,Feedback
152,Conor,Dec 7 at 5:17 AM,5,Awesome app,"This app is definitely a game changer! I don't know of anything else that gets me sweating as much and as quickly as Supernatural. I love the scenic settings and you guys have a lot of different music choices! 

My only complaint is that I don't always love the playlists you come out with. Sometimes I choose a playlist with multiple songs just to hear one of them. 

It would be awesome if you could skip songs so i dont have to suffer through a terrible one to get to the song I wanted in the first place. Or my other suggestion would be to build a bunch of one song routines that I can easily stack on top of each other. Either way, I just wish I had more freedom in song selection."
153,ŃÎTRØ,Feb 11 at 7:00 PM,5,Bro I’m actually losing calories,I’m not even gonna lie this is kinda expensive not as expensive as a gym membership
154,Chazzy,Jan 11 at 6:10 PM,1,System errors - guardian moves,"I have loved my experience with Supernatural, however this is the only app that has guardian issues. I have recalibrated and other than stopping my workout to reset the guardian every 2 minutes I have had it. There is no support that can assist and for an annual fee I would rather find a new app."
155,Ted Bowman,Feb 6 at 2:00 AM,2,Glitchy,"Only works about half the time, lots of errors, workout is average at best and absolutely not worth the money. Cancelling and looking for something better. Shouldn't be hard."
156,Lena,Jan 8 at 8:14 AM,5,I’m having a blast while working out!!,"This is such a fun and effective way to work out. I’m enjoying it so much I don’t realize how much I’m sweating, 🤭. I highly suggest this to everyone looking to get back in shape. I can already tell a difference! Thank you!!! 

Also, you guys have DEFTONES in your playlist, that’s amazing!"
157,Badger,Jan 11 at 10:31 PM,1,Not for Beginners,"If you're trying to make the jump from being a desk chair gamer or a couch gamer to getting fit using VR, look elsewhere. This app has different level impact workouts, but all of the ""Low Impact"" (supposedly the easiest to do) are too fast and too difficult for beginners. There's no other way to figure out how to find beginner-level, slow workouts to music you enjoy. Oh, and the boxing? It forces you to switch your stance between southpaw (lefties) and basic (righties) *during the same workout! Which will totally mess with your head if you've ever taken any amount of boxing classes. I did the 7 day free trial and boy am I glad I didn't buy into this - it's more expensive than the gym with fewer options to feel good about the exercise you're getting."
158,Phoenix,Jan 9 at 6:11 AM,4,Almost outstanding,"Recently started using Oculus for workout and after trying different apps including FitXR, Supernatural by far exceeds expectations in many ways. The views are amazing, the workouts are immersive, love the portal changes and trainer guidance. A few suggestions that would take it one step further. One downside is the music selection and limitations around it. I love the electronic genre but selection is subpar and could use more variety from globally known artists (Tiesto, Armin Van Buuren, Above and Beyond, etc…) Another downside is that we can’t create our own playlist from current and it won’t allow to skip a bad song, you have to forego the whole workout if you don’t care for the song. New leg movements  to add would be great also. The subscription price is high but is worth it with continuous improvements."
159,Ladina Odaniel,Feb 9 at 7:04 AM,5,,"Best Christmas  gift ever I LOVE S
SN"
160,jlo,Jan 6 at 1:59 AM,4,Mostly love...,"I too wish this cost less... I would gladly pay a lower price, but I really only enjoy some of these workouts, so it is not worth this much cost to me. I wish there were more ""Pros Only"" levels, especially flow style. I am a dancer, but also middle aged and somewhat out of shape, and the lower level workouts (L & M) are just not as fun. I also can not bring myself to do some because of the music... I greatly prefer the EDM, and even the ""harder"" rock and metal. So I really only use flow, ""H"" levels, with some intense music. That being said... I love those levels, more so now that I can mute the trainers, and I keep coming back for 1 month now and then. I really hope the cost can be lower at some point. $120 for a year? I'd do it."
161,Grayson,Feb 28 at 12:50 AM,1,This is dumb,This is a fun looking game couldn’t wait to play and when I got on it cost money sooooooo stupid terrible game!!!!!
162,Markus,Dec 20 at 1:43 AM,1,Rip off,"I signed up for free trial and monthly subscription but instead was charged the whole year! I also trued calling customer service and of course after they rip u off there is no way of contacting them the game is fun but such a scam!!!! 
Beware!!!!"
163,Keren David,Feb 18 at 7:18 PM,5,Bring this app to the middle east,Please
164,lesliedawn61,Jan 4 at 3:16 PM,3,HELP,has great potential but find it's not very user friendly for the newbie on a free trial! it keeps taking me to a very advanced level and playing music genres i didn't request. when i want to repeat a routine i need to listen to all the initial instructions again instead of just straight into the exercise. not sure i'll go past the 7 day trial unless someone can direct me in a way that makes sense !
165,Kari,Nov 4 at 3:31 AM,5,My favorite workout of all time!,"I don’t like exercising for the most part. Going to the gym is boring and tedious. The Supernatural app has made exercising fun and addictive!!! I love it!! 

I absolutely adore the coaches… they make me laugh and push me to do better. I love all holiday workouts…The Nightmare before Christmas workout is fantastic!!

I love the scenery, and the fact that they are always adding new music and new workouts. Bonus, the new knee kicks really up’d the game.

Besides letting me make up my “own” playlist to exercise to I wouldn’t change a thing. I have been working out consistently for 6 months now and losing weight!! Yay me!!"
166,Cindy Matt,Jan 3 at 7:21 AM,4,So sweaty!,Great workout! I’ve been on the free trial for three weeks and getting such a great workout. I know I want to continue with the program once my trial runs out. I do wish that you could earn discounts by doing workouts or something it does seem like a steep price with no options to just pay one time and go.
167,JapDragon,Feb 17 at 8:46 PM,1,Cancel the subscription,I have been charging even though my subscription is not active
168,Travis,Jan 6 at 8:56 AM,4,Pretty darn good,I may not keep this one but not because it's not great. I am just so fed up with prescription based software. As fed up as I am I am seriously considering biting the bullet and keeping this one. The workouts are great and really fun. There is a pretty good selection of music also.
169,IronGwaziFan,Oct 16 at 4:42 PM,2,Les Mills is better and no subscription,"i tried this app. it's not bad, but the makers are absolutely out of their minds if they think they are providing a service that is worth 20 dollars a month!  The only people that must pay this fee are people with more money than they know what to do with or just people that don't know any better.  If you notice all the people that rated this 5 stars didn't say anything about Les Mills because they just don't know it exists.  It's absolutely shocking to me that they expect people to pay monthly what amounts to MORE than what a lot of people pay for an ACTUAL GYM MEMBERSHIP.  Are you joking?!?!

Meanwhile, Les Mills Bodycombat is out on Quest. I bought it on sale and I can now USE IT FOREVER FOR THE SAME PRICE SUPERNATURAL CHARGES TO USE IT FOR 1 MONTH! And guess what....LES MILLS IS BETTER!   Do yourself a favor and don't fall for this total scam.  Go over and buy Les Mills it will get you in way better shape than Supernatural will and you won't have to watch your bank account go down every month to do it."
170,TaylorGang,Jan 13 at 11:59 AM,5,More knees please,I love this game but it was  a tease when they starting added the knee strikes to boxing since they have only came out with 3 boxing songs.
171,Alex,Nov 14 at 4:21 AM,1,Stop scamming people,"I love the workout, I really do. But here is a fact: I cancelled my subscription over a year ago. My Meta account shows I have no subscription. Guess what. If you login to your supernatural website, you will see you are still subscript to it.
A year ago, 2021, I contact Facebook and ask them why am I keep getting charged for something I cancel. They suggested me to go check the developer's website, and I did. Found out the subscription was still active. I was mad but i thought I was my fault for checking. I cancelled it and thought this would be the end of it.
Anyway, I got a email from supernatural today that says my subscription payment didn't went through. I went back to the website and checked, found out the subscription I ended last year was active again!! Luckily, my old credit card expired April 2022, otherwise I may keep getting charged for $18.99 USD per month."
172,Ms.Gigi,Jan 22 at 8:15 PM,5,Love this app,Best fitness app for me. The motivation in the app and on the Fb community are amazing.
173,Barb,Jan 10 at 1:30 AM,1,Not what I expected,"Is it just stretching and boxing? Because that’s all I can find. For that price I expected to choose from different types of workouts (box, stretch, dance, yoga, etc). I am a new user, so maybe I’m missing something, but the boxing feels pretty similar to Beat Saber."
174,Wanda Jaye,Dec 17 at 4:51 PM,5,Absolutely so in love with this game,"I’m a new gamer, this is the first game my friends introduced me to… I can easily work out for a hour boxing or dancing my two favorites and work up a sweat without realizing that I’m doing hard core cardio… it’s really a great game to get your work outs done."
175,Luba,Dec 11 at 1:10 AM,5,Best work out ever,"I wanted to be find a workout that I can get into. I hate gyms and elliptical. I hated cardio, I had to push myself so hard to exercise. Super natural changed my life! Really, that good. I'm looking forward to my exercises now. Doing 3 a day, eating classes like candy 🍭 burning around 1000 Cal per day. The scenery are beautiful, great music, fun coaches. Can't get enough. So grateful."
176,Ant,Jan 12 at 12:59 AM,3,Need more boxing exercises and music,"I love the music in flow exercises, but the boxing exercises don’t seem to have the same amount of good music.  Developers should consider having the same set of music in flow available in boxing exercises.  Then, this will be a 5-star application."
177,Mim,Jan 25 at 7:04 PM,5,wonderfully Addictive!,Best thing to happen to me! I actually look forward to working out!!
178,Shadow,Dec 10 at 7:50 AM,5,Best Fitness and Music game out there!,"I have tried all of the fitness games out there and this is by far the best ! They update on a regular basis, keeping the content relevant, they have artist collections, making it easier to get through the workouts (especially on the days I just don’t want to do a thing) and the trainers help keep your head in the game! They also have different meditation sessions you can do if you just need to relax and reflect. Super natural is just well rounded and keeps the FOMO at bay! It’s not free but we’ll worth the price with all the content !"
179,Kevin,Dec 6 at 3:11 AM,2,"Could be good as Beatsaber, but it's not","Edit: Turn on Focus Mode(should be called Music Only or something more intuitive) if you don't want to hear the trainer. 

It would be really great for each song to have multiple difficulties. It's lame to find your favorite song is only a low or medium intensity/difficulty. Every single song should have a pros only option.

Playlists are cool, in concept. It's nice to be able to pick a playlist that is the length of time you know you have available. Custom playlists would be better. There are so many playlists that have only 1 or 2 songs I like. Would be great to combine together the songs I like."
180,Piray,Dec 28 at 9:09 PM,5,One app that has everything!!,"This app is so worth the money. I hate exercising and for years it has been a torture!! Now exercising is finally fun, I sweat and don’t even think about it. Meditation and stretching are additional bonus. The music is so well-matched with workouts, they know how to get you going!! Love it!"
181,Brooklynn,Jan 8 at 12:13 AM,5,Completely addicted,"Supernatural is amazing. 
Absolutely love this workout/ dance/ meditation
I can supplement resistance with weight vest and arm and leg weights! 
Before I knew it I did 90 mins and was in a sweat with heart rate all the way up."
182,Collin,Dec 29 at 11:06 AM,4,Love the workouts,Really enjoying the work outs and such but really wish they were more choices on music and more variety maybe some electric edm or dubstep and possibly an option at start of work outs to what songs you loving and using it 2-4 times a day just wish there was music to get you more pumped into the work outs other than that 4 stars with room to grow on the music side  like the moon rider game has a lot of options for songs and ones that really get you going they even have special packs added for like beat saver song editions pack but if you had the edm dubstep or electric that moonrises has it would be a six star rating 🔥🔥
183,Abby,Dec 5 at 4:41 PM,3,So many minor issues,"First, I hate the inability to restart a song. This game isn't about perfection, but sometimes an interruption messes me up really bad and I want to restart.

Second, I want to build a playlist of songs.

Third, the ""floor"" is miscalculated sometimes. I want to be able to raise and lower that quickly without having to recalibrate.

Fourth, I want searches to save settings. I'm not ready for hard-level yet.

I want to be able to filter out types, permanently until I change it. If I wanted to do paddles, I'd just play beat saber.

It seems like I can't replay something from the menu after I finish it.

I'd love to be able to filter certain coaches out. One coach, I hate his jokes.

I'd love to be able to mute coaches totally.

I want a fundamentals course that just constantly reminds you to keep your arms up.

A timer on screen for how long the song has would be nice.

Being able to add categories of favorites would be so nice. Custom categories or things like (Just fun, Squats, Fundamentals, Fast)

I cannot believe songs don't have difficulty settings or speed settings.

I like when the coaches throw out the names of punches, I'd love sessions that were just that.

What this game purports to do, it feels like it does really well, but the lack of obvious features hits pretty heavy."
184,Hammerheadted,Jan 18 at 8:51 PM,4,Need to cancel my annual subscription,I signed up for annual subscription for this app a year ago but was not expecting an auto re-new. I need to cancel the 2023 subscription and my card refunded. Can you please help with this?
185,Baby Buddha,Jan 20 at 10:17 AM,5,Outstanding app 🤟🏽,15 mins of Supernatural and you get an hour worth of workout at the gym! Absolutely recommend it!
186,RV,Feb 1 at 5:57 PM,1,Beware if you’re not in USA,This app set up a subscription BUT doesn’t work in my area (UK!). Maybe best to make sure you can support users before charging them!
187,Susan,Dec 10 at 2:42 AM,5,Bought this last and should’ve been 1st,"Feel foolish for trying every other VR exercise game. This game is it. It’s got all the things… music for all tastes, crunches, knee kicks, punches, flow, stretching, meditation, and the scenery is crazy. I just tried out punching on the moon.  Wild. Anyways a few things - really cost prohibitive - I’m so bummed I didn’t purchase this during the Black Friday sale, but I had no idea how superior it was. Now it’s 100 dollars more, and I’m about to end my free trial. That’s a lot of money to put out after just purchasing the headset. So please more deals or make this more cost effective. 
Secondly I’ve got the companion app on my phone and for some reason it’s duplicating activity that’s being reported to my Apple Fitness account. So both this app and oculus are providing health data. I can’t figure out how to turn that off. 
Love the music. Love the flow workouts the most. It’s been a wonderful treat for me. Thank you."
188,Riley,Jan 25 at 3:10 AM,2,Not Actually free,It seems like a really cool game but onjiuce you load in it shows you options on your monthly/yearly payment at a pretty high price. So unless you are willing to pay its no worth the download thinking its free. So i dont really know why its labled free.
189,Calvin,Jan 2 at 12:07 AM,4,"Great App, Please update music",I really love the app and workouts mainly boxing workouts. My number one complaint is that the songs are not updated often on the high intensity boxing workouts. If we can get some more variety like changing up most of the songs each month then that would be amazing.
190,Falconpunch1234,Feb 19 at 6:49 PM,5,Weeeee,Monkeying
191,Rose,Jan 19 at 9:49 PM,4,Fun game,"I really liked the game it was fun and got me moving! Love the places, the music and the coaches were awesome! It's just expensive so I decided to try a different one!"
192,Elena,Oct 21 at 8:23 PM,1,8 months charge for somethingcancelled,"I subscribed in December, cancelled in February as we were not using it as much!  8 months later I noticed- they are still charging my credit card every months for the past 8 months! I went to check- my account shows my subscription was expired in February! What is going on? Need my money back!"
193,Kentasha Moore,Jan 13 at 5:49 AM,5,,Love this app. Definitely one of my top picks for a workout that doesn't feel like a workout
194,Utopie,Dec 1 at 8:01 PM,5,Leg exercise features added!,"I really enjoy Supernatural boxing, flow, and meditation, but flow is my favorite. Supernatural has finally added leg exercises to a few sets, and I think it should be included in ALL the sets! However, it would be nice to mix / match tracks from some sets into another set.  This is because I sometimes want specific songs or beach / mountain locations.  Is this possible???  Overall, amazing job."
195,mkdank,Mar 10 at 12:16 AM,1,wack,wack
196,Son Garretto,Nov 24 at 8:21 PM,1,Extremely Disappointed,"If I could silence those cringe coaches, I would keep the app, but they're extremely annoying. Canceling my trial and uninstalling.

Cool story, bro. LMK when I can play it without those annoying coaches and I'll subscribe again.

EDIT: Does that have to be switched on every time I log in or does it remember my settings?"
197,Jennifer,Dec 1 at 4:18 AM,5,"Changed my mind, love this app","I changed my mind. I got used to the trainers and now I find them helpful. Also they fixed my only complaint and you can turn on focus mode to not hear them. Perfect!!!! 

I am very good at Beat Saber, on expert+ and it is pretty good exercise. I can easily get in my cardio. That being said, Supernatural is a MUCH better workout. My watch stats show this clearly. It is also pretty fun as far as workouts go, the music and settings and mechanics are great, and everything flows really well. 

Definitely worth trying and worth the subscription."
198,Steph,Jan 3 at 5:24 AM,5,Famtabulous!,"Best workout app I’ve used and definitely as good as the partner boxing I used to do in person!! Love the coaches, music and options!"
199,Tricey,Dec 1 at 4:18 AM,5,Great music good workouts,"I love supernatural! I pretty much only do boxing. I love that I can go anywhere from 9 mins to 20 mins depending on how much time I have for the day. 
They have some really good music selections too. You are definitely going to swear with these workouts for sure. Don’t get discouraged if you feel like you can’t finish a workout because it’ll build your endurance by the end of the week. 
If you’re a little competitive with yourself this is a good workout to try to beat yourself in as well. I love it."
200,Christy,Nov 30 at 11:26 PM,5,Love this app and the coaches very much,But I have a question I can’t seem to find an answer- can I buy a six month subscription- not a full year and not a monthly subscription. It will actually be a gift to me from my spouse - and we don’t understand how to do that since he isn’t on here or use the app or the vr quest..and I don’t know how to get a direct answer from you.. hopefully this will help
201,Robit,Nov 29 at 6:38 PM,5,Fitness oriented beat-saber = win!,"Edit: it's been 2 years since I wrote my first review and I'm still a subscriber to supernatural and use it four to five times a week. The app has continued to improve over the years adding things like a boxing mode and additional options that I previously requested in my first review. There is no doubt that this app has changed my life for the better and has gotten me in better shape than I've ever been as an adult. Until I discovered VR fitness I've never been able to stick to a exercise routine. This is a game changer. 


Original review:
After playing Beat-Saber for the past 4 months it has become a defacto workout for me. I'm always on the lookout for similar games and Supernatural is one of the best alternatives I've found. 

I like that it is fitness oriented with a new premade playlist and theme for each day. It provides a warm-up song and then a decent variety of songs that work both upper and lower body.

This isnt a replacement for Beat-Saber but I use it as a supplement to my daily workout. None of the songs I've played make you feel as amazing as nailing a Expert+ song on BS but it definitely gives me an overall better workout.

If they keep new songs coming and add a few features, like turning off the trainer voices and customizing the color scheme, I will be a long-time subscriber.

Great job to everyone involved!"
202,Boyce Pi,17 days ago,1,no way to subscribe,"i am in texas and it keep asking me to subscribe by credit card from HonKong, otherwise the add payment method is never clickable, maybe they just want some tax benefit by setting such barriers when they see my account is somehow link to a preferred tax region. the customer service is interesting only reply to review with 4-5 stars and not a single word to people facing difficulties with 1 star. super non user friendly and obviously the app dont care about  users, as long as there still are someone willing to jump in this trap and contributing monthly fee, they feel good enough. seriously doubting  this company will keep developing after its initial investment or harvest the first round of payment from users."
203,Kahlan Amnell,Oct 11 at 1:33 AM,1,"Love the Concept, Hate the Coaches","I'm going to really give this a good try, but I absolutely hate being patronized by the coaches and some of the incessant chatting. The only helpful thing I hear from them is about when the song is going to end. Other than that, shut up. LOVE the workouts, but the talking screws with my groove. Sometimes I just want to listen to good music, flail my arms, dodge triangles, and just enjoy myself. The constant chatting just pisses me off."
204,Qqq,Nov 28 at 2:28 AM,5,"My new obsession BUT , I canceled","Update #2 : YEE HAW !! I just did my first workout without a trainer blathering nonsense in my ear. I hardly have the words to express my gratitude.  Thank you  Supernatural  for listening to us. This makes your app perfect.  Oculus friends,  get this app. Get it ! Get it ! Make your own choice about whether you want the trainer . Now , it's your choice to make. Sigh......so happy.
Update :
I just canceled this. It broke my heart. The reason is because they haven't  given the option to mute the trainer during the workout. Those who find it helpful , great ! Those who hate it are just stuck with it.  I've contacted them here and on their website and their response  , every time , is just pre made blurbs that don't respond at all. For the rest of you who feel as I do , I hope they take this issue more seriously.
I am replacing this with Fitt and Saber.
I absolutely love this workout.  Both forms.  It is fun and challenging at the same time.  I've never combined those two words,  ever !  And the environments  , they add so much.
BUT , please,  please remove the trainer voice over.  It dramatically reduces my enjoyment and more importantly it takes me out of the zen like flow provided by the music and targets. 
Get this app. It is pricey,  yes , but oh so fun and effective.
Update :  I'm dismayed to see how many reviews on this page ask , as do I  , for an option to mute the trainers. Why are you unwilling to do this when so many people are asking for it  ??"
205,Cindi,Nov 27 at 12:21 AM,5,Best workout app I’ve found,"Great workout, never boring. I’m 52 and this has dropped my weight 10 lbs in a month as well as built great arm and core muscle.  The muscle strength I’ve gained in my neck and back actually help support my spine and reduce my pain from my degenerative disc disease and is a great cardio to keep my heart healthy as I age. I have the settings adjusted to reduce squats to avoid too much neck strain and prevent degenerative flare-ups. 

Love the scenery!!! It gives me the boost I need now that hiking season is over as I love to be out in nature.  It’s so realistic you’ll want to reach down and put your hand in the water, and you’ll not only hear the breeze, but turn on your ceiling fan and you’ll also feel it and almost believe you’re actually there! 

If the trainers voiceovers annoy you, you can reduce their volume or turn it completely off. I keep the voiceovers low enough to hear as I find the reminders to relax my shoulders or tighten my core muscles helpful but not so high I get aggravated when they start rambling on with personal stories I don’t care about in the middle of a workout. 

No matter your age or fitness level, as a nurse I would highly recommend this game for your personal fitness and health. 

I’ve tried fit xr and find this boxing to be far superior and the flow gets my heart rate much higher than beat saber. Plus it’s easier to follow than beat saber, imo. 

With 2+ new workouts added daily. It’s well worth the $20/mo because I feel like I never do the same workout twice. 

Fair warning if you’re 50+…. Have some ibuprofen handy because you’re going to feel this workout in every muscle and joint!!!"
206,Xander,Dec 10 at 8:24 AM,1,Can’t cancel and still getting charged,"i did the 7 day trial.  i didn’t cancel in time and they tried to charge me 18.99.  i deleted the app, but now i don’t have a “subscriptions” section in the app, and it’s not downloaded on my Quest, so i can’t stop the attempted charges.  they are happening daily and i had to lock my credit card.  stop billing me for a game i don’t have!"
207,Alan Blain,Nov 2 at 3:16 AM,5,Two Supernatural Suggestions.,"Under the “Collection Heading” it would be nice to have one of them be Quick Hits. Number 2 suggestion is it would be nice where I could save my favorite workouts under “My Collections.” I expect this to be done by Monday so please put your best people on it:)

I will be back later to make more demands or suggestions:) lol"
208,bananimus3,Dec 5 at 12:16 AM,4,Getting better! Still kinda pricey.,"Updated review! 

Tried it out for a couple months. Overall production quality is *excellent.* Variety of music and regular content updates. Workouts designed with more total body engagement than Beat Saber with more lunges, etc. The replayability of my favorite levels *used to be* hugely diminished by the inability to silence the trainers (no offense, trainers!). It was distracting and took away from the flow as I improved on my favorite routines. This made me less likely to stay engaged, which is the worst possible outcome, long term. 

Update! You now have the ability to choose mute trainers with focus mode. To me that's great. Now as I master a routine I can really stay in the flow. Bumping my review up a star as that's a small but major improvement. 

There's still the high monthly fee ($10/mo would be the sweet spot to me) and it's still hard to justify over just playing Beat Saber. There I buy music once and forever, even if I need to be a little more self motivated to push myself and the motion variety of the maps isn't as great (though this can be improved by paying attention to form).

Big thank you to Supernatural for listening to their customers regarding control over coaching. Hopefully as more sign up the economies bring pricing down, even if that's hard with production and licensing costs."
209,V01DVR,Jan 29 at 7:36 PM,3,Beat saber,If u have beat saber this is just useless and u have to create an account so it’s takes forever and it’s no fun but it is ok
210,Najaliek Rse,Feb 7 at 4:00 AM,1,Can't update my game,Can't update my game
211,TooManyDogs,Dec 19 at 5:10 AM,2,Oh well I tried,"I REALLY wanted to love this app. But the coaches are annoying. I don’t want to do a cool down every 8-10 minutes. It just takes to long in between sessions. It’s great once you’re doing it but then I’m forced to do a cool down and my ADD makes me want to do something else. Sorry, I tried…"
212,Nick,Nov 22 at 7:52 AM,5,Great Workout!!!,"I love this app. It’s a great workout with awesome music that makes you want to keep pushing. Also love the meditation part.

One thing I would really like to see that I think works make the app even better is the ability pick and choose your favorite songs from different workouts and make your own workout. It would be nice to create your own workout with your favorite songs as well as the ability to mix different levels.

Keep up the good work."
213,AutumnFaery,Dec 31 at 11:15 PM,4,"Fantastic workouts, with height problem","I've been seeing a few people rave about the workouts in this app, so I decided to try it out.

An hour later, I'm hooked. The workouts are phenomenal, the coaches are encouraging without being annoying, I haven't heard any mention (yet) of losing weight, burning fat, or any other non-positive messages, and the music selection is top-notch (do the Encanto workout if you need to cry while your work out).

My one complaint is that I've noticed there seems to be a ""height drift""while I'm playing.  I calibrated when I first started the app, but about 3/4 through a longer boxing workout, I noticed that all the targets and squat bars felt like they were coming in higher.

I finished the workout, recalibrated, and started a long flow workout. Around the 3rd or 4th song, I noticed the same thing, to the point that it was challenging to hit some of the higher targets (and not challenging at all to hit the squats and lunges).

This time I happened to look down and noticed that the platform seemed too high.  Between songs, I reached down and figured out that my hand passed through the platform at about mid-shin.

In other apps, if I feel like the height is off, I can tweak things by shifting up or down and holding the menu button to recenter (or using the height slider), but I'm Supernatural, this only allows me to recenter from side to side, not up or down.

This is not a deal breaker, by any means. You may find yourself reaching higher as a workout goes on, but it doesn't keep you from finishing. I would suggest adding the ability to do height recalibration during a workout, though - either with the menu button or by allowing us to go into settings in between songs.

Other than that, it's a perfect workout app!"
214,Stolen Thunder,Nov 20 at 8:28 AM,5,Great workout,"I can’t wait for more longer workouts with the knee kicks! Also would like newer rock and pop songs. 

Also to the Developers: Since I hate doing trials with payment details up front, I rarely try them. Had this game had a trial without me needing to provide payment details, I would have tried this over a year ago and would have happily paid since then."
215,Sindraith666,Mar 18 at 10:57 AM,1,Why just why,The reason I gave it a 1 star is because it says free but it isn't true I get the subscription thing but it isn't free if u r going to make it seem free than let it b free don't make people think it is if it's not there was nothing in the description saying about scription I didn't know til I was gonna try it all I'm saying is make sure to let people know it's subscription instead of non subscription needed I didn't know til I went to try and it said free trial than it showed after this free trial u need to pay so much a month wat about people who can't sub u just gonna let them find out after almost everything is set up
216,Brian,Nov 19 at 8:16 AM,5,"Great workouts, great app","I didn’t expect to use my headset for anything exercise-related, but decided to give this app a shot since it had a trial.  After just the initial Flow tutorial, I was really surprised at how much of a workout this actually offers!  I love feeling like part of the music. The trainers are great, especially when they have commentary on a particular song or section of the set, which makes you feel like they are actually doing the workout with you.  Very cool overall, keeping the sub."
217,Rex,Dec 31 at 2:05 PM,1,South Africa,Sorry to say lived this app when i bought it in USA but now can't use it in South Africa....might inform people before they buy it
218,Sandra Prince,Nov 2 at 6:52 PM,5,Awesome @Home Workout,"This exercise app is AWESOME 👏🏾!!! I love using it to help me with my workout. Going to the actual gym isn’t a must anymore and my workout is done all over the world which I absolutely LOVE 💕. 
Making a commitment to workout at home has been a much better outcome for me. I pay my membership and commit to a certain number of days a week and now I am 💯 loving my experience with a committed workout that I can afford and don’t have to worry about being in a crowded gym. 
This app has many challenges to choose from as well as different instructors. I get to experience more with this app than I would get to experience with a personal one on one trainer at an actual gym.
To me this is an Awesome @Home Workout app and I recommend it to any and everyone. The experience is great and most importantly it keeps us active."
219,Amber,Mar 18 at 5:27 AM,4,Stunning graphics!,"I'm trying out both Supernatural and FitXR to see which I like best so I'll be comparing the two. 

First things first, the graphics are phenomenal and the music is awesome! You can't beat them. The flow mode is also very fun for a light workout.  The things I wish they had were a multi-player function, and more different modes like FitXR has(HIIT, Dancing, etc). 

I would love to keep a subscription to both supernatural and fitXR but unfortunately I can't justify the $$$. This is a great game, but the FitXR classes fit my physical needs and goals more than supernatural, so I won't be renewing my subscription 🥺"
220,EmoCaveman,Dec 12 at 4:31 AM,5,My favorite and Most used VR game/ App,"The amount of content put into this app is insane, new playlist daily ! I get bad motion sickeness with most VR games but this one is so smooth it doesn’t bother me at all."
221,ZURI,Dec 21 at 5:27 AM,5,Life changing!,"It's fun, great music, great workouts, amazing coaches, and an amazing community in Facebook. I couldn't recommend this anymore!"
222,Ahlaynah D,Dec 4 at 8:11 PM,5,The best fitness app ever !,Great trainers ! Challenging work outs! And a wonderful community. If you add a food tracker and a BMI tracker 🙌🏽omg that would be a new level… Let’s go super natural family ❤️❤️❤️❤️
223,Marie,Jan 21 at 6:38 PM,1,Refund,"I do not want a subscription, I would like a refund of my purchase"
224,Adam Bagwell,Sep 18 at 4:59 AM,1,Free trial of 7 days is really 6 days,"Seems like a good app to see what it’s all about, but from the reviews this used to have a month trial.  Now it’s a 6 day trial until the needed 24 hour notice cancellation for the 7 days.  I cancelled my subscription 5 days in as I don’t appreciate these gotcha clauses in the trials to trick people into a paid subscription.  7 day trial should give you 7 days of a trial before you convert to a paid subscription.  But overall that is really too short for people to make a habit with an app.

Seems to have a lot of talking up front before starting the actual workout which is a bit tiresome and another reason I am cancelling."
225,706juice,Dec 7 at 6:22 AM,4,Good workout,"I absolutely love this app but there are so many things that can be done better. First, please allow us to be able to replay the song or start over. Allowing us to create a playlist of the songs would be great. Make sure all songs are available for all intensities, especially since it's $20 per month and PPPPLLLLLLEASE ADD MORE HIP HOP"
226,Crickle,Nov 15 at 1:33 AM,5,Favorite of all my games or apps.,"This is my absolute favorite game! I don't even mind the high monthly price point because the trainer's commentary has really helped me and it's like you're working out with another person. I've been using this at least 4 days a week since the end of June and I don't ever lack enthusiasm about my daily workout.

Most importantly, it is low impact and can be done by people with physical disabilities, but is still extremely challenging. I have dwarfism and had a lot of reconstructive joint surgeries, and I can keep up with a high intensity work out on a good day.  Recently they even included a one arm mode in the options. 

 I bet drummers would be good at this one. Haha!"
227,Xebdigon,Nov 25 at 5:27 AM,2,There are cheaper options out there,"I decided to try the game again with Focus Mode and I will say it is nice to be able to silence the trainers. Unfortunately, you have to set it every time, which makes it a bit tedious. Regardless, it's a nice add to finally have the ability. 

Thing is, it took a little too long for this feature to arrive.

I've personally moved on to other workout systems during the last year that are top-notch fun, awesome graphically, and don't have the issue trainers...they're a lot less expensive, too. Many of them allow me my own music as well, which is the cherry on top.

Hopefully it works out for others who have been waiting for this change!"
228,Suellenamyotte,Jan 18 at 8:23 AM,5,Love this app,"I absolutely love this app, my day is not complete until I play supernatural. Excellent work outs, excellent songs, excellent coaches."
229,Master Sgt Mary,Dec 15 at 12:43 AM,5,Love it but $,"I truly love this app but for almost $200 a year? No. If it was a bit cheaper, I'd keep it for sure but I just can't justify the cost."
230,JB,Dec 2 at 5:32 AM,5,Blown Away,"Shocked I say, shocked!! This is a good workout and realistic. My first vr set and it’s addictive. I highly recommend, easy setup and endless workouts in amazing locations with entertaining and encouraging coaches."
231,Kim,Dec 5 at 5:09 AM,4,Try it you'll like it!,"Currently on the 7 day trial.  My biggest issue currently is that I have no  peripheral vision in my left eye and am in fact 95% blind in that eye. This makes it challenging for games where I need peripheral vision. 

Even at 57 over weight and basically blind in one eye this app has enough levels that I am happy with it."
