,Name,Date,Star Rating,Title,Feedback
77,Kat,Feb 25 at 9:55 PM,5,Great workout,I really like this workout. It gets my heart rate up and is a very energetic physical game. I love the coaching that is provided throughout the workouts. It seems to know when I start to tire out and it encourages me to stay on track. I’m so glad they made this subscription free. This was a great purchase for me.
78,WarriorWoman,4 days ago,5,Love love love!!!,It's my favorite workout on Meta. Really kicks my butt and I love it! Phenomenal workout!
79,Cloud99,11 days ago,5,Solid workout - top notch coaches,I prefer this over FitXR. Great full body workout that is fun and satisfying. Wishing more new sessions to be out soon!
80,Tamas,Feb 19 at 8:04 PM,5,"25% discount link, Best workout app","Use this link for 25% off:
https://www.oculus.com / appreferrals/tcsala/4015163475201433/?utm_source=2

The best workout app on quest 2, by far. I can easily get 160+ heartrate on each workout, while having fun, without feeling like you are excercising."
81,Angie,20 days ago,5,This gives an awesome workout,"I LOVE this workout!!  It is so much fun and gives me a full body workout!  I have lost about 10lbs in the last 2 weeks since starting.  Use my code and save 25%!!  https:// www.oculus. com/ appreferrals/ angiesue911/ 4015163475201433/ ?utm_source=2
Just remove the spaces 😁"
82,Anthony,Dec 28 at 5:19 AM,3,Looks good but no warmups or cool down.,"It does a good work out and it looks good. It can make me sweat.
But Warm ups and cool downs are important, and it is hard tp recommend a workout program that forgets that. I will increase my rating and change my review once Warm ups, cool downs and some streaching is added, as people can damage themselves skipping these."
83,LordSpack,Feb 23 at 7:46 PM,5,Best kickboxing app,"So thankful it's one time buy. It includes voice overs where trainers sound like they're human and playing with you. Although the scoring system is not perfect (it doesn't do a good job teaching you how to get a high score and posture tips go by too fast to absorb them), it doesn't matter because I'm burning 2x the calories I burn in beat saber and feel like I got a good sweat and feel awesome in a quick 20 minute session"
84,Moka,Feb 22 at 7:35 PM,5,Just great!,"I love this app, I'm doing at least one hour every day.
The only flaw, I would like faster music.
As for the screaming instructors, I solved the problem on the third day when I found the mute button.
One question, if you can answer me: if I exercise online I burn a certain amount of calories (300 per hour at the highest level), if I do the same exercise offline the calories burned are almost the double. 
Which is more reliable?"
85,Sky,Mar 3 at 6:56 AM,5,"Love les mills, 25% off!!","I love les mills! No subscription, just a one time fee. The workouts are powerful but FUN! Definitely worth the buy!! Here's a 25% code! 

https://www.oculus.com.   /appreferrals/skygorl/4015163475201433/?utm_source=3

Remove the space and . between ""com"" and ""/apprefferals"" 

Here's a shorter link too: 

https://tinyurl.com/2567tym3 

You will not regret buying this wonderful workout game!!"
86,Ivan,Mar 11 at 11:42 PM,5,Awesome app to stay or get fit,I am mostly quite sceptical about fitness apps in VR. But this is one of the best I have ever found. In only 10-15 min you will be soaking sweat. Great app for everyday if you want to lose some weight or stay fit.
87,Starfoxtrinity,Oct 7 at 12:27 AM,5,The journey of a Prediabetic,"In March of this year I was diagnosed as a pre diabetic. I was 394 lbs overweight and all my numbers were SUPER HIGH. I had fallen into depression and stopped taking care of myself. My inner battles were getting the best of me. I asked my (unsupportive) doctor if I could reverse this with a lifestyle change. He told me that he doubted me and he prescribed loads of medication. I was determined not to let this control my life so I started walking everyday starting with just a mile and increasing day by day. I found this app in the oculus and thought I’d try it. To my surprise, it was just the challenge I needed. 5-6 days a week I went hard and changed my diet, portion sizes and now I’m down 263 lbs and doing my first marathon this weekend. My journey started here and I am grateful."
88,Peaches,Feb 27 at 12:51 PM,5,Get it already!,"This is by far one of the best workout apps! It’s intense and I love the work outs. It’s also pretty cool how it looks like you are in space. Be prepared to be sore the next day. Also they do add workouts periodically. I love the fact I don’t have to pay monthly and I still get new work outs. 

Feel free to use my link for 25% off. It’s worth it!!

https://ocul.us/3xRfAEp

I will say that I am sensitive and get motion sickness fairly easily. This app doesn’t trigger it at all! Just sweat….A LOT!"
89,Albert,Nov 23 at 8:39 PM,5,"Finally, a fun way to work out","I’ve tried regular fitness (with and without a trainer), team sports, running, as well as Switch and Wii games. Nothing worked. I guess I just really hate moving….Unless I’m in this game! Les Mills Bodycombat in VR makes me sweat and I barely notice that I’m doing physical activity. It’s that good. Can’t recommend it enough!"
90,Karen,2 days ago,5,Great workout,I take karate and this is a great workout for that.
91,SSnova75,Jan 21 at 9:53 PM,5,Go-To Fitness App,"I've had my Quest 2 for about 6 months and have played various AAA games but this game is the first that compelled me to write a review. My wife and I are in our late 30s and have tried and failed at many attempts to find a workout routine that works for both of us. We've just completed our 3rd week of workouts (3 per week) and I'm still blown away about how much more fun and motivating this is compared to my previous workout formats. With two small children and hectic days, the flexibility to start, or pause a social, trainer motivated workout whenever we want in our home goes lightyears to helping us stick with it. I've noticed first soreness, then toning in smaller muscle groups in my core, arms and legs that let's me know that the variety of workouts is working muscles that just weren't being used that much on my bike rides, or Max trainer. On top of all that, no subscription (yet, I hear it's coming) like comparable fitness apps and you've hit it out of the park! I'm also about to get the weights that attach to the controllers for even more intensity. Big thank you t the developers, this is life changing.
18 weeks update: Down to just under 250 pounds from 270, but I have added and toned much muscle (kiwi weights helped with that & over extension) best shape I've been in since I was 21. Goal is to keep pushing, get down to target weight. Wife is down too (she won't let me say how much though) and feeling confident. 
32 week update: up to just over 90 min advanced workouts 3 days a week and down to 237lbs. with quite a bit of added muscle. I've ditched the weighted controllers for dumbell sets before vr (helps elbows not get strained) and do 30 mins of HIIT on my Max trainer climber. I tried the two new workouts that look to be a glimpse of the subscription workouts, and I was impressed. It just might be worth it depending on the price."
92,Gary Bugler,Feb 5 at 8:16 AM,5,Les mills,"I know this will never be seen but i had to write it . I bought this day 1 after 3 months of thrill of the fight, i am 54 soon & i an now as fit as i was when i was 18 i have build & tone , the encouragement i get from the trainers is fantastic it just makes me want to hit harder the on beat music is great free updates no subsricption , 20 out of 10"
93,Cassidy,Mar 15 at 8:13 PM,3,No Accessibility Settings at All,"As long as you won't be needing any kind of customization settings for your workout, then this app seems like a good buy for the one-time price. But, be aware that there aren't any visual, gameplay, or accessibility settings at all. You can't turn off vertical or horizontal walls/barriers, and there isn't anything like a no fail or accessible barriers option. The only current setting is you can turn the coach chatter off completely, but you can't just reduce it. 

You can choose workouts based on difficulty and they list the required moves. But there are only a handful that don't have squats as a required move... and most of those actually still require squats for some reason. As long as you have good knees and can do squats, this provides a solid workout. But if you have knee issues, it's just frustrating to use because you'll have to let the horizontal walls turn red and fly through your face and right through your line of sight quite a lot, and you won't be able to get much out of your personal score for the rest of the moves since you'll always be killing your combos. I get that it's intended to be a full-body workout, but VR is a good format to allow more people access to participate as they can. Adding a score reduction penalty for each modifier enabled is usually enough for apps to still keep competitive high scores limited to the full-intensity players.

TLDR; As long as you have good knees for squats, this is a well-made fitness program, but if you need any customization in your workout, this might be unusable for you."
94,bhillou,Feb 19 at 11:29 AM,5,Fabulous but musics could improve,"Almost everything is perfect about this app. Big thank you to the trainers that really are fantastic please keep them coming! I would happily buy some DLCs to support the game development but please don’t go to subscriptions like all the others. 
On the music side some tracks like Get Rekt are really not great and could benefit from being replace by some more melodic and motivating dance music. This is for me really the only flaw of this otherwise fantastic app !"
95,Mathieu Mercier,Feb 25 at 10:41 PM,5,Best workout,"Update 2 month later : 

I started at 205lb and i am at 190lb now, i was barely able to complete light session of 15 minutes. Now i can do advanced with a long series of jab without problem. I can really feel the difference before and after i started

I really enjoy and hope in the future they can add an option to remove knee cause i got difficulty to register them and they are a combo breaker for me.  

@DEV : Can you add a quit button on the main menu ?"
96,LordTaylor,7 days ago,5,Best workout app on market,In 2 weeks i take my cardio to another level. Very good trying system
97,FleshThief,Mar 17 at 7:32 AM,5,Best workout you can have in VR,"Great workout and easy to use. 
The leaderboard feature really motivates you to push more.  
I love that it isn’t subscription.  The variety of workouts that come with it will be enough for me for a long time."
98,Michael Basson,14 days ago,5,Yes Yes Yes !,"My own personal home gym with instructors, simply love love love it ⭐️⭐️⭐️⭐️⭐️"
99,nelia.bock.3,Feb 17 at 7:34 AM,5,Sweat galore,I love this fitness app so much. It makes me feel energized kinda intimidating at first but after all the sweat it’s so worth it. I just feel like I’m doing something good and is so fun. This is my routine workout now and love it so much and a special thanks to my dear friend that keeps hounding me to buy this. LOVE IT LOVE IT!!!!!!!
100,Malte Wassenberg,Feb 17 at 2:49 PM,5,My new workout routine,"There are many opportunities to get your body in shape and have fun along the way. 
What makes this workout unique for me is the efficiency of the vr-based workout.

I do not need a lot of space, i do not need a partner to motivate me and most importantly i do not need a lot of time for preparation and workout. 

I like the coaches, like the trainings, love the fact thats it is not subscription based and hope that it stays that way. The leaderboard motivates me to give my very best. 

I would just wish for a better feedback as to in which intensity i strike the target. For example the sound or a special effect could vary depending on your current intensity („beast mode“ = burning gloves?)

In conclusion i am very happy with this app and would advise to use it in combination with a team sport."
101,Murphy,24 days ago,4,Body Combat - 25% off,"Fantastic fitness app and its subscription free. One price to pay and no monthly fees. Produced by the world famous exercise sensation it’s a great calorie burning application with lots and lots of sessions for all levels of expertise.

If you want 25% off the game price then type tiny.cc/body25 into your browser or copy http://tiny.cc/body25 into your browser to enjoy the game and save some money (and I get $5 credit). Enjoy!"
102,Cookie,25 days ago,5,Les Mills bodycombat,"Thank you so much for repairing my Game
I'm back on track...I love the workout
For anyone who hasn't tried this smashing workout
Please try it out...Highly recommend and addictive"
103,Harbingersevenfortyseven,Mar 16 at 10:09 PM,4,Great App but…,"This is a great app at a great price. I am having so much fun working out. The two downsides are that the app takes too long to load. Also, sometimes it doesn’t ￼ recognize your guardian space which is frustrating and makes it hard to do the moves properly."
104,JezzDangles,Dec 1 at 8:01 PM,5,Power through it +25% off of app,"There’s enough fitness apps that want to charge you a monthly fee, bit like gym membership, it’s never worked in the favour of the the one shelling out the cash.  
This app however will push you to your limits for a one off fee and there’s more workouts to shake a stick at, more being added as you read this review. 
Your get constant training progress and a coach that will get you to do just one more exercise.  At first your think it this going to put me off, but by then end of the workout you’ll be hyped up for another workout.  
Just remember to breathe.  

Don’t forget to type the code ""FRIEND"" at checkout to obtain the 25% discount for the purchase of the app. 

https://www.oculus.com/appreferrals/JezzDangles/4015163475201433/?utm_source=2"
105,LauraM,Feb 16 at 11:30 PM,5,Best workout game 25% off,"If you are thinking in buying a workout game don’t hesitate to buy this one! It’s the very best one I have ever tried.

Here you can find a 25% discount (take off the space after oculus.com when using it)

https://www.oculus.com /appreferrals/laura.maria.1985/4015163475201433/

Enjoy it 😉"
106,Brian,Mar 17 at 11:20 AM,5,Best Workout App,"First off, the workouts are great! They’re super intense but not to the point you can’t do it. They really tailor the exercises well to the person.  
The only aspect I’m not a fan of is the UI. It’s hard to know which one to pick sometimes and you are given too many options. I wish it was more organized, I guess. This is easily a 5 star app. Only gave it 4 because I wanted people to read it."
107,Thiccthighs,Mar 4 at 11:50 PM,5,Love it!!,I bought the app to get into shape. I'm a heavier woman and love that it lets me start slow and build up to faster more intense workouts.
108,FudgyPuck,Feb 14 at 7:28 PM,5,At last a non subscription fitness App,"Imagine, being able to go to a fitness class whenever you wanted.

Imagine going to the class in your own home. ( No travel to the gym, no feeling self-conscious in front of Gym Rats)

Imagine being the only one in the class, no worries about feeling out of place or not being good enough. 

Imagine spending as long in class as you want.... allowing you to build your fitness gradually. 5 mins, then 10, then more... in a time-frame that suits you.

Imagine lots of different workouts to build cardio and core fitness.

Imagine the trainer just focusing on you not a class full.

Imagine all that for a one off payment of less than £30.....
 
Les Mills gives you that and more, you can compare your progress with others across the world, and the trainers comments are generic but suitably encouraging.....and most important did I mention no subscription?

Also it's actually fun, I forgot I was exercising. My best Quest purchase to date in terms of both value for money and health benefits."
109,Bacchus,Feb 18 at 7:43 PM,5,They are the best!!!!,"I love these two :) I’ve been doing combat since they did the dvd with Beechbody and this is AMAZING! 

No need to to subscribe and pay a crazy fee Ans Rach and Danny and sooooo funny :) I love the environments though I wish the music was a lil better :) but over all…. I recommend this. It will kick your butt!"
110,Susana Marya Thorpe,Mar 1 at 9:07 AM,5,Amazing workout app,"For 25% off please use my referral code, just leave no gaps when typing code

https://www.oculus.com/ appreferrals/marya.500446/4015163475201433/?utm_source=4

This app is amazing, the workouts are really engaging and fun."
111,DC Shipps,Nov 4 at 1:34 AM,5,Big boy gonna shed the pounds,"I am a 49yr old, 5'9"", 340lb male.  I have 3 kids and a grandson.  A wife that I love and die for.  I know that if I don't get healthy, I have maybe 10yrs left and that not an option.   I work from home and my job is sedatary.   With that background, I knew I needed to do something and so...I did some research and found this.  Downloaded and tried for the 1st time yesterday.   Dear God, just the basic 8 min session had my arms and shoulders feeling it and sweat rolling.   (Sad I know)  I knew then, I was gonna go after this like a big man does ribs.  Today is day 2 and I am committed to doing 3 sessions a day along with a gallon of water and adjusting my food and sugar intake.  I am in love.  I just finished my 2md of 3 sessions and looking forward to my evening session.  I will keep updating this but my goal is to drop 50lbs in 8 months.  I strongly suggest anyone looking to make a change to give this a shot.  You will work, but it's fun and you will feel it.  Wish me luck.  For my birthday,  I'm going to Aruba and I plan on not embarrassing myself or my wife when we hit the beach!"
112,Mjgilbwrt,6 days ago,5,Les mills,Best vr fitness app by far love it
113,Morrisbetta3,7 days ago,5,Great game,I've lost 30 lbs with les mills vr game
114,Lucy,Feb 20 at 4:25 AM,5,best workout game,"This is a great workout game.I been using it everyday . I enjoy playing it And it's fun.  It will make you sweat. 😀
This game is not subscription based, and gives actual workouts.

To get 25% Off your purchase of
https://www.oculus.com/referrals/link/luc.13134/"
115,Tank4154,Feb 12 at 8:38 PM,5,Simply INCREDIBLE,"I've been dodging cardio my entire life. But Dan & Rachel make cardio fun & exciting. I have dropped almost 10 pounds since beginning Body Combat a few months ago & at 58 years old, they have this old guy lookin' good. 

I LOVE that the workouts are categorized, depending on your level of comfort & are of varying lengths. The most recent update added BIGGER & BETTER workouts as well as some great tunes. And ain't gonna lie, competing against imaginary opponents only motivates me further each time. Buy this ""game,"" you won't regret it!"
116,Nick,Feb 12 at 8:01 PM,5,"Buy it, buy it now!","I was skeptical about any of the workout apps being as most of them require a subscription but this one does not! I started off using Powerbeats and now use this as well! I literally feel the burn lol and it definitely is whipping me into shape. If you like fitness apps this one is a no brainer to buy. Also if you want 25% off, screenshot my review and copy and paste the link text in your browser! Also don't forget to take out the space after the "".com""! Happy Questing y'all! 

https://www.oculus.com /appreferrals/Christolas8984/4015163475201433/?utm_source=2"
117,F-to-tha-L-O,7 days ago,5,Great Workout,Good workout for all levels of fitness.
118,LoganAM,Feb 11 at 10:17 PM,5,"Drop weight, drop price (25% off) +++","Drop weight, drop price (25% off), and no monthly subscription needed. This exercise app is totally worth it. Give it a try and get 25% using link below… and if it’s not for you, then request a refund (but only if less than 2 hours play and within 14 days of purchase) It’s risk free guaranteed!

get 25% off with link below:
(just remember to remove the space just before “com” in the link for it to work in the browser)


https://www.oculus. com/appreferrals/amerie66/4015163475201433/?utm_source=4"
119,tariska,Mar 7 at 2:09 PM,5,get 25% discount,"I LOVE IT! if you want to get fit as well you can use my link for 25% less!

https://www.oculus.com/ appreferrals/tariska/4015163475201433/?utm_source=2

just remove the space :)"
120,Sallo,Dec 13 at 4:39 AM,5,"The best, non-subscription VR fitness","This is by far the best Non-subscription VR fitness game. I would say it's even better than many of the subscription fitness games. The game design is truly awesome. It doesn't look like much but the combination of coaching, gaming style, motivation, graphics, etc really does the trick! 

I hope they add HIIT and dance options too. The two coaches really make the game!"
121,Khaled,Feb 13 at 10:24 AM,5,My best VR investment,"Totally the best thing I’ve ever got on the Quest 2. Fun, very interactive exercises, tough, motivating and builds up every muscle in your body. I’m not a fan of going to gyms, but this one has acted like the perfect substitute. Not a day passes before I do a couple of sessions before and after work. And the best thing it’s a one time fee and you’ve got the whole training sets ready and available forever. Love it."
122,Cholo,Mar 4 at 12:29 PM,3,Please stop with the knees bs,"I support the one time purchase, I'd be ok to buy extra exercises if they are properly made. 
But tbh I'm done with this mediocre exercises ruined by the abuse of those useless, buggy knees hits, or until you provide something to replace those with something really useful:
They are just stupid. They registers half the time. How can you not be aware of that? Did someone even try the exercises your release?
They break every possible intensity in a training, either if you cheat and don't raise the leg at all, or you commit to do the movement (risking of hitting the controllers and losing the tracking for seconds...). 
It just doesn't make sense. They don't involve fatigue at all. It's just stupid.
And now new exercise only do that. I'm sorry but you are forcing me to look elsewhere to have some proper training."
123,Borbély Gergő,5 days ago,5,,Fantastic
124,JB,Feb 8 at 4:09 AM,5,Get fit and have fun (25% off),"LES MILLS BODYCOMBAT for Oculus Quest 2 is a high-energy virtual reality fitness game that is designed to improve cardiovascular fitness, strength, and flexibility. 

The game involves performing a series of punches, kicks, and other moves to music, and it is typically led by a instructor who demonstrates proper form and technique.

One of the great things about LES MILLS BODYCOMBAT for Oculus Quest 2 is that it is a fun and immersive way to work out. 

The VR experience allows you to fully engage in the workout and feel like you are participating in a real class. 

It's also a great option for people who may not have access to in-person fitness classes or who prefer to work out at home.

Unlike some other fitness games, LES MILLS BODYCOMBAT for Oculus Quest 2 does not require a monthly subscription. 

This makes it an affordable and convenient way to stay active, especially compared to other fitness options like personal trainers or gym memberships.

According to some users, LES MILLS BODYCOMBAT for Oculus Quest 2 is a challenging and effective workout that has helped them to improve their fitness and lose weight. 

It has also been praised for its variety of workouts and the encouragement of the trainers. 

Some users have even reported feeling like they have improved their strength and tone after using the game.

Overall, LES MILLS BODYCOMBAT for Oculus Quest 2 is a great workout game that is suitable for people of all fitness levels. 

It's a fun and effective way to get in shape and stay active, and it's available at a great price with no monthly subscription required. 

Don't forget to use the 25% off coupon code https://www.oculus .com/appreferrals/xinwix/4015163475201433/?utm_source=2 to save on your purchase.

https://www.oculus .com/appreferrals/xinwix/4015163475201433/?utm_source=2

—

The Oculus Quest 2 has a wide range of single player games, as well as many co-op multiplayer games that can be enjoyed with family, friends and loved ones, even if you're not in the same location. 

VR technology brings people together in a unique and exciting way.

If you want to purchase additional headsets for family members, loved ones, or friends, you can use the €30 credit available through the coupon code link (https://www.oculus .com/referrals/link/xinwix/) to get the credit after activating the headset.

This credit can be used to purchase at least 1-3 games or co-op games to get them started.

This is a great opportunity to share the virtual reality experience with others."
125,TheOther Juan,Feb 8 at 10:31 AM,5,Challenging and not subscriptions based,"I like it because it gets my heart rate up and work up a sweat. It has multiple timed workouts. There are 4 minute workouts to 25 minute workouts and I can pick the ones that I have time for or depending on my level of laziness for the moment. The light, medium and advanced workouts all have different times to pick from .  The music and the rhythm makes the time pass. Recommend it!"
126,Sandra,Jan 19 at 8:11 PM,5,The best game ever.,"Omg I can’t even describe how dope is this game. It helps me move and sweat and loose weight, have fun at the same time, and all that at home. Everything about this game is great. I hope the creators know that game that they have created is changing some lives for better!☺️"
127,cezar,Dec 10 at 1:01 AM,5,Read this for a 25% discount!,"Les Mills Bodycombat is basically a gamified version of the Les Mills workout method, a patented fitness program that uses combat techniques as a functional workout exercise. 

Les Mills Bodaycombat will certainly push you in the workouts that are available, and from all the fitness applications/games I have used in VR, I have felt the burn the most in this. Coming from professionals in this area, you get personal trainers that push you hard, but, they might become annoying to some - so an option to turn them off wouldn't go a miss. With no subscription service being involved, you really do get value for your money content wise, with more content planned down the line. If you are looking a VR fitness application, I would certainly recommend trying Les Mills Bodycombat.

I've bought the game at full so you don't have to! Use my referral to get 25% OFF your purchase of Les Mills Bodycombat!! 

https://www.oculus.com/appreferrals/cezar_the/4015163475201433/?utm_source=3

It helps me get $5/£4 for each referral and you get a 25% discount. If this helped you make sure to hit that button below! 

It helps others see and get the same discount!"
128,Arthur,Jan 11 at 12:24 PM,4,"Good overall, though somewhat limited","Pros:
- Good sequences and some programs are very effective calorie-wise
- Good amount of exercises to pick from for a beginner

Cons: (obviously subjective)
- Looong startup time. Not really clear what is there to load so it takes 40 sec
- Target aiming is somewhat offset - you don't get the biggest circles when hit exactly in the middle, rather when hit slightly above the centre. Also, the hit force determining algorithm is not clear - sometimes you get a huge circles just barely hitting the target and sometimes just a medium circle with 100 kg punch. 
- lack of punch speed/force estimation and it's progress is very missing.
- Knee targets timing is very problematic - you have to hit it very early compared to how it would look in real life in order not to miss and loose the scores.
- The coach comments get rather repetitive in no time, so turned them off."
129,Kaykay13,23 days ago,5,Love it!,Was looking for a way to get active and in shape and I absolutely love this. Highly recommend!
130,Patrick,Feb 6 at 5:26 AM,5,What I was hoping for,"As someone who had some successful bouts of insanity and p90x in the “before times” (pre COVID) that I’ve been trying to get back into after ignoring my fitness, starting, and not sticking with it - this looks like its sticking for me. It’s so much fun, I don’t even realize it until I’m toast at the end of it.  The calories burned and heart rate levels are right where I need them.

Little hint for those who think they can get back into fitness after a long break - there’s crouch punches in this that you should make sure your form is right and your back is strong (had to take a week and a bit off to recover from that one!)"
131,Pinchotortilla,20 days ago,5,Amazing app!-25%DISCOUNT,"I was looking for an app that allowed me to do consistent exercise and kept me entertained. Yes , I found a few good ones but all required regular payments. This one fulfills all my requirements and guess what: I am learning a new great sport. Never thought  I could play boxing!!
I only purchase useful apps and this is a great  example: I have fun while keeping fit!!
Really  recommend this app. Worth  my money!!!

Feel free to USE THIS LINK TO GET 25% DISCOUNT when you buy it. You can also get same discount on other apps/games I have: 

https://linktr.ee/pinchotortilla

Enjoy!!!"
132,wacbmit,Jan 19 at 4:58 AM,1,Does not work,"There is something wrong with this game. It worked maybe three times and then stop working. I reset my VR and even factory reset. I uninstalled, reinstalled and made sure all the settings were on and wifi, it just seems like there's a bug with this game. I've seen other people post this as well. It's just disappointing cuz I really like this game and want to use it and it sucks that I can't. Help developers."
133,Jbizzle,Jan 21 at 11:17 PM,5,5 Starrrrrrr Madnesss,"I cannot lie this game is insane!! I actually damaged myself when I first downloaded it as I did one too many workouts and was out for the count for the remainder of the week! Muscles were dead!! But on a serious note it’s actually quite addictive. I thought I had reached the limits with VR workouts as I have quite a few downloaded but this app takes it up a notch. I’ve never sweat this much in my life! 

I use to do Les Mills classes at my local gym but haven’t been going since lockdown. I was thinking about returning as I really missed them But after downloading this I think I’m good!!

Would love some more lower body workouts on here I feel like it goes hard on upper body but overall it’s a fab app and would recommend to anyone wanting to keep fit. 
Im trying to loose at least a stone in the next couple months and I’m well on my way with this App!  Can literally feel the weight coming off!Love it !"
134,Plofkonijn,Mar 4 at 2:36 AM,5,"My Lord, musical strain....","25% off, use the link, delete the space after .com!!!

https://www.oculus.com /appreferrals/plofkonijn/4015163475201433/?utm_source=2

So I really never thought you could have thise much of a musical strain! My g.d, I can't climb a normal ladder anymore! Haha.

Offcouse you can make it that hard like you want, but i though nhaaaaaa thise is just a little bit sweat! Well no! It's a really great workout! :)

Thanks!!"
135,Pauly Sivret,22 days ago,5,Awesome,This game is quite the workout I love it ..having fun while working out
136,Dougerz,Feb 4 at 11:24 PM,5,Definitely will make you sweat,"I wanted something for the days I’m not in my bike and this has turned out to be a perfect balance to give me some upper body cardio, while still working other parts of my legs some. I always do the hardest tier of workouts for about 20 minutes and even in winter I’m sweating and have to clean up my headset afterwards. Nice variety but like most you hear the same comments from trainers repeated after awhile so I’m hoping for updates to keep it from getting monotonous. Well worth the price either way and a nice break from Beat Saber on expert level 😛"
137,Matthew,Mar 10 at 7:00 PM,5,Love this 👍,"So glad they finally made a game like this for 1 time purchase and not subscription based. Workouts r very good, A on graphics too"
138,Benny,Feb 4 at 9:44 PM,5,Great VR Workout Experience,"I'm in ""ok"" shape and really enjoying this game to throw into my cardio options. Love that it's not subscription based and they are still adding content. Sometimes the trainer voice overs are funny/motivating and sometimes they are annoying but not nearly as bad as supernatural voice overs - an option to turn them off would be great but not a big deal as I'm usually ""in the zone"". I'm really enjoying developers blending cardio into the gaming world, it's a dream come true! Keep up the good work devs!"
139,Vinnie,Feb 4 at 8:43 AM,5,Amazing!,I used to go to body combat at my local gym and this is just as good if not better….I’m a new user and have t figured out if you can back kick yet?  Did used to like that!  My own music would be great and a change of scenery perhaps however my glutes are burning and my abs are on fire and the best part it’s not costing me a fortune every month with a one off purchase fee!!! No heavy subscription!! So you can only give the les mills body combat a 5 star for all of the above! Buy this you WILL NOT be disappointed
140,belinda,Mar 10 at 7:14 PM,5,The best,"This is the best app and I love it it's fun the music is timed with the workout.
I would recommend this app.

Happy days 😀"
141,CyndiM,Feb 27 at 12:34 AM,2,"Won't complete ""loading""","I received Oculus Quest 2 for my 60th birthday January 2, 2023 with intended purpose to use it for exercise with Body Combat. I used it several days a week 5 or so weeks until it quit loading!  I loved the work-out and really want to use it.  I got some help through Meta and have uninstalled and reinstalled it to no effect.  Also did factory reset of Oculus and reinstalled it again and still it does not load.  I see LesMills banner and the Odders logo and then goes to ""loading"" with the cycling circle indicator - and stays stuck there forever.  I really, really want this to work.  If I get some help and it works for more than a month, I will change my review to the 5 stars I would have given, had this app continued to work."
142,Dan Evans,Mar 3 at 12:37 AM,5,Excellent workout,I stopped doing cardio in the gym since having this on the quest. I go to the gym for weights and get home to finish off on Les mills. Me and the the Mrs love it
143,MajorAlpha,Feb 2 at 3:01 AM,5,Get Fit and Have Fun with VR Martial Art,"Get dope games on Quest and Rift with 25% discount via my promo link below:
https://docs.google.com/spreadsheets/d/1HlKRBcELJeY3i5woZsO2cu6KtcO_8o8QYexyLFmtaNY/edit?usp=sharing

LES MILLS BODYCOMBAT is a popular VR fitness game that offers players the opportunity to participate in a virtual mixed martial arts-inspired workout. This game is designed to be high-intensity and challenging, incorporating moves from disciplines such as karate, boxing, taekwondo, and Muay Thai. Players are led by a virtual instructor who guides them through each move, and the game is designed to be both fun and effective for improving overall fitness. Some players have reported that the immersive VR experience makes it easier to stay motivated and engaged during their workouts, compared to traditional fitness methods. Overall, LES MILLS BODYCOMBAT is a well-designed and effective fitness game for VR users looking for a challenging workout."
144,Gin,Feb 2 at 3:14 AM,5,Getting stronger,"I’ve been doing the low intensity workout now for 5 weeks; 5 days a week. My Oura ring is telling me that my exercise is now “moderate”, so I need to up my game because my heart and endurance is that much BETTER. It’s fun! I do a Supernatural 25 minute workout, then head over to Les Mills to work my arms and shoulders. I’m seeing a real difference too.  Highly recommend."
145,Iamvictorcuadros,Dec 18 at 3:04 AM,5,Amazing!,"Beat saber and thrill of the fight are awesome, but this is in a whole different  level, I really love to workout  but winter slowed me down and gained a bunch of pounds, this is perfect, it even make me go to my red zone with my fitbit. Beat saber only got to orange zone. 
The best part is when you compete with more people and you see the chart on top, it makes you go harder.

Thanks a lot for this game!"
146,MightyAboba,Feb 22 at 6:49 PM,4,"This what I've been waiting for, BUT...","Fitness based on box is that's why I've fallen in love with VR. I'd finished Thrill of The Fight on outclassed difficulty level and thought what to do next and universe heard my wishes. This what I've been waiting for. Absolutely fun game that take all out of you, all your muscles will be burning, even legs. Five stars, without a doubt!
UPDATE: Do something with music, it's demotivating, trap and other slowish monothonic ""music"" are ineligible for fitness. I just stop striving when hear this. I just have tried FitXR and want to say that it has a way better music despite of the fact that everything else in LM Body Combat is more solid. Use uplifting trance, drum'n'bass or anything else energetic, somehing with 140bpm and higher rate. ""Tell Me"" in Fast Fists session is a brilliant example of perfect song to squeeze everything out of body. Now the trend is that there are more slow and boring(even tedious) songs than energetic ones."
147,Alex,Feb 1 at 7:04 AM,5,Great Cardio,Believe all the 5 star reviews. This is the only non subscription based workout on the App Store and it’s a GREAT workout. Varying intensities and leaderboards keep it fresh and the virtual instructors keep it engaging. It doesn’t have the brawling of thrill of the fight but if you’re looking for an actual workout and less of a game this is it.
148,Radowan,Feb 1 at 2:03 PM,5,Best workout app,"Multiplayer points competition with real players played before, super guides with tutorials how to exercise and no subscription. Totally great app. Only thing I am missing is some cool down after exercise to relax and stretch. Hot fix is 2minutes exercise named Trial, there is optimal back-relaxing swings, but would like to have some official cool down and stretch guidance. 
Overall - Must have app 😊"
149,Jamie,Mar 4 at 7:48 PM,4,Worked until a week ago,"For the past week, I can’t get past the yellow spinning circle “loading”.  Just sits there forever and never loads.  I’ve tried different Wi-Fi network, rebooting, nothing works. Very disappointed:(
Update:  I disconnected from Wi-Fi altogether, and now it’s working perfectly."
