,Name,Date,Star Rating,Title,Feedback
330,Junaid,Oct 28 at 12:01 AM,5,Great,"not bad, even the free version had enough content to keep you busy for a while. paid version would be great for those who bought VR primarily to workout."
331,Emmie,Oct 26 at 4:42 AM,5,Liteboxer,I have been on the fence with getting into a monthly workout subscription.  Litebox has won me over!  The workouts are easy to follow & intense enough to fell it!
332,4EvaYoung,Oct 28 at 2:31 PM,5,Fun and effective!,I love this app because it allows me to have fun while working out!  I can workout with a trainer or by myself and there is music for every genre.
333,Dee,Oct 10 at 5:48 PM,1,Won't load,"My internet connection is pretty decent. Did all the updates, installed this game and... Nothing.  After 5 restarts.. 10 min sitting on the log boot up screen.  Registered and verified my account but nothing. What I did see at a point is that it's another subscription based game with limited free version... But like I said... It will not load so I gave up... Will try later before I delete it"
334,Nettie,Nov 5 at 5:29 AM,5,Premium,I have the premium package and I can honestly say I've been on 3 days and I'm more sore then hitting the gym
335,Ty,Oct 19 at 9:17 PM,5,Best Work Out APP Hands Down,The best  work out app and i have tried them all. I love it and now you can use full body and even if you dont  have a subscription you can still work out for free. you cant beat this app
336,BoomerUSMC,Oct 13 at 2:06 PM,5,First time VR workout,"This was easy (and free) to download, so far I have enjoyed the workouts and sparring.
I recommend this, can’t wait to spar with friends!

The only downside is having to get a verification code every time I log in"
337,Yusuf,Nov 9 at 11:04 PM,5,‌‌this game is the bes,So firs if you want to loose weight than this is the game you need to get thanks
338,TuscanLeather,Sep 26 at 6:01 PM,5,Liteboxer is Amazing,"I actually enjoy playing lite boxer! Having an extra monthly bill was not apart of the plan, but the fact that they give you a trial to test it out is what reeled me in. You can dance, you can box, and you can lose weight! Its fun and your working out at the same time. I can just say try it out for your self ! You will love it."
339,Melydawn125,Oct 18 at 4:42 AM,5,Fun!!!,The free version is fun for someone starting out. There are a lot of different workouts and different levels. I like that there are several options with trainers walking you through the workout.
340,Brian keehner,Oct 15 at 9:39 PM,5,super fun!,"I decided to give this a shot through the free account and am enjoying it so far. lots of different types of workouts, much more so with the full version. thinking it is worth the subscription price tag."
341,Coco,Nov 9 at 7:53 AM,5,It’s great,It’s really good for exercise it’s really easy and relaxing you should try it
342,Christopher Richardson,Sep 26 at 4:51 PM,5,Awesome workout,"I have never taken a boxing class, so I am very much a beginner, but I was looking for a great workout that I could do from home and still felt like I had someone to work out with and this app actually gave me just thought I was really happy taking the first small class that I signed up for premium. I definitely recommend it."
343,KK,Oct 13 at 4:26 AM,5,Fun workouts!,"As a casual user, I tried out the free contents myself and am absolutely hooked.  The music complements the exercises well and the instructions are clear for someone who has never boxed before.   Highly recommended."
344,xspirit-x,Sep 25 at 11:05 PM,5,Great Workout.,"Boxing light comes with a free 15 minute trainer led session. I was in cardio for 7 minutes of that, the rest fat burn. I’m not keen on just punching to songs but the trainer stuff is great. You see they have a passion for it, the cool down exercises are great as well. I’m really tempted on the subscriber version and will probably end up doing that soon."
345,Katy,Sep 25 at 9:51 PM,5,Love this app!,I’ve followed lite boxer on instagram for a while and have looked at the full device they have before but have limited space in our apartment. My boyfriend recently got an oculus over the weekend and I have found this to be my favorite app so far! While I like Beat saber the songs are limited and expensive and I like that this you can pay a subscription for changing songs instead of buy an expensive game package for a few titles from the same artist.
346,Sam,Nov 7 at 3:14 PM,5,Brilliant,Brilliant work out I have a use the free version so far and am enjoying it a lot.
347,KingofBrooklyn,Sep 24 at 9:36 PM,5,Exactly what I Needed,"The app is exactly what I needed for the purposes of getting a good boxing workout in when you want to do extra cardio, or simply just can't make it to the gym and want to stay active. The free version has good workouts for what it is. Could use a social media sharing option, but otherwise it is a very good app."
348,Mike,Sep 24 at 4:06 PM,5,Good workout!,"Great interaction with your coach as you punch thru your session, love the rhythm of the workouts, even in free mode it leaves your arms rubber.
My only complaint is the game is hard to close  if you want to close it and go the something else, need to just have leave or close button I haven’t found it yet."
349,Cjpp,Oct 9 at 3:26 PM,5,Amazing,"Though I’ve only had my quest for abot four days, as soon as I saw this app I was excited, and started working about with it, it made me sweat like never before and help me use ever muscle in my arm, 10/10, would recommend."
350,Carson,Nov 2 at 8:04 PM,5,Great workout!,I did 3 different modes and it was a great workout! I was really impressed and it was super fun as well!
351,Jack,Oct 22 at 9:29 PM,5,Great fitness game,"Great game, feels like you have a real personal trainer in the room with you.
You certainly work up a sweat with the workouts and there are lots to choose from"
352,Terri Lynn Crowe,Nov 4 at 5:20 PM,4,Free version is really nice,It's worth your time downloading the free version. It's a really good workout. I feel it the next day for sure! Great introduction to a boxing workout.
353,Sharon,Oct 5 at 9:14 PM,4,Not many options on the free version,"I love the newest update and how I was able to try the total body workouts.  That was awesome.  Would I purchase the paid version - probably if this one issue could be addressed.  Currently there is a liteboxer app available for your phone - awesome!  Downside, it does not connect to liteboxer VR version to sync stats (i.e., completed workouts, punches landed, etc.)  Other than that, liteboxer is one of the better workout apps available on VR."
354,Yarsk,Oct 5 at 10:16 PM,4,Good game but…,"Personally, I like the boxing elements as I felt like I got a workout out of that, but all I could think we’re doing the rope based “cardio”workout was wouldn’t it be great if there were actual ropes in front of me, then I would be getting a workout from this that being said, it’s a fairly small part of it and only appears once or twice in the basic free version but still ￼￼ ￼"
355,Bobby Tucker,Nov 3 at 6:49 AM,4,Amazing Workout,This app is legit! I love the mitt drills and that your coach actually tells you the significance of each punch thrown. Would love more content for basic user.
356,mumdukes,Oct 17 at 5:38 AM,5,LiteBoxer,This Lite boxer game is amazing and so cool. I love the total workout . I do wish that they had more options to use some of the features that are in the total workout such as the ropes .
357,MCherry3,Sep 23 at 10:17 PM,5,Great workout,"My wife and I really like this game/workout. It has Definitly helped with us not having a working gym in our complex right now, and it is something we can do at anytime without leaving the house to get a good workout in. My wife loves the song workouts. They have so many different songs to choose from in this game. We would 100% recommend this to others."
358,zay,Oct 8 at 9:21 PM,5,I love this.,This is an excellent way of toning up and having fun at the same time. Im not fitness freak but this works well for me as  you can choose the time of the workout that suits you. I really worked up a sweat and now im addicted.
359,NightAlpha,Oct 25 at 11:11 PM,5,This will be my new workout routine,The free version is so great to have and the interactive videos are easy to follow its a great app to have if you want to workout for free
360,LauraJanex,Feb 2 at 1:34 AM,5,Absolute killer workout,What can I say? An absolute killer work out. Absolutely love this game. Can’t wait to see how much more it can push me in training 🖤
361,DarkAngel8191,Oct 16 at 10:20 PM,5,Amazing work out,This is an amazing workout with great songs and an amazing training experience. The only thing I wish is that there were better songs for people who get the basic(free) subscription.
362,Tricey,Nov 1 at 8:16 PM,5,Great Exercise,"The fitness app is a great addition. Instead of buying a bunch of equipment, I have this all in one."
363,Chuck M,Sep 22 at 12:22 PM,5,Surprisingly Fun,I installed the free version just to check it out and with low expectations.  Turns out this is a very well put together program that is fun to run and is a great VR application.  My only critique is the monthly/yearly fee seems high else I would opt for that -- but the free version is still very good.
364,ladyministerdee,Oct 27 at 12:25 AM,5,Good cardio,This is a great app for good cardio workout.  I enjoy it because the trainer really sticks with me with every punch that I make.
365,Austin,Oct 2 at 11:55 PM,5,Love it,This app is awesome easy to navigate and im just starting to work out I can definitely feel the muscles burning the following day. Also I have a love for boxing and never could do it so this allows me to enjoy it and break a sweat while doing it.
366,Eva,Sep 22 at 5:14 AM,5,A great workout!,"I use this when I'm on breaks from work to try and stay active.  I absolutely love how great the cardio workout is and how good I feel when I use liteboxer!  

It took me a while to get the timing down, but I'm getting it!  I love the leaderboard and guided trainings.  

You get a lot with just the free version.  SERIOUSLY considering the subscription"
367,Bruce,Feb 3 at 10:47 PM,5,I like this app.,Good workout game.  Combinations are realistic and has plenty of options.  I actually like it better than supernatural.
368,Lianemaus,Sep 23 at 6:20 PM,5,really like it,"I am 55 and just wanted to have a small workout program. I was always interested in boxing and this app is great. It gives me a good workout, and even has programs where a trainer coaches you. You can choose from different programs, intensity and length. It is just what I was looking for."
369,Im2finee,Oct 2 at 9:56 PM,4,Could maybe add a little more to basic.,"Hello! I wanna start off by saying thank you for making the game, I love it but I think you should maybe add a little bit more to the basic subscription. I was thinking maybe add some more stuff to each category for basic, that way it’s more stuff to do. I would also say maybe add a cheaper subscription for the people who might not be able to afford the higher priced ones. Everything else is great, keep up the good work!"
370,Abbas,Nov 1 at 12:04 AM,5,Best Ever,Absolutely the best ever workout you could hope for. incredibly fun and testing. I lo e this app.
371,PootyFox,Nov 27 at 6:44 AM,3,Ok game,Only fun with premium not as fun as other games.
372,Dave,Sep 21 at 2:30 AM,5,So far it has been a lot of fun!,"I was searching for something new to tryout on my oculus and saw an add for LiteBoxer. I'm currently only playing the free mode, but so far it has been a lot of fun! It is good exercise and has been a fun challenge the few times i played it. I haven't explored everything yet, so I'm not sure if this exists yet, but it would be cool if they changed up the punching target so that it was different shapes(more ornless spots) and depths  (closer and farther)"
373,Mark,Sep 21 at 3:09 AM,5,Virtual Boxing,"I downloaded this app just to see what it is about, and I have to say it starts slow but after a few workouts it can get tiring. I’m not a very active person, but I have enjoyed doing these workouts before work and having fun doing so. I utilize the free version, and I am okay with what is offered. It’s a free app, has a free version, why not give it a try?"
374,Marcus,Oct 25 at 10:48 PM,5,,Great work out I really thought it was going to be easy but I thought wrong lol my body was sore like I went to a real gym .
375,Carl,Nov 1 at 12:09 PM,5,Love it,Can not believe how good this is even using the free version you get a proper work out.
376,Kai,Sep 20 at 8:25 AM,5,LOVE IT!!!,"I’m a real lazy person that doesnt get motivated running on the treadmill or exercising in general. However, i really enjoy the sessions and its exciting. It gets me up and going. I’m a few days in but have been working up a sweat after every session. I can’t wait to see results in a few more weeks."
377,PRG,Sep 19 at 9:46 PM,5,Body by Liteboxer,I use Liteboxer as my second half VR workout daily and I really enjoy the trainer lead sessions as well as the Punch Tracks which is reminiscent of rhythm games like Dance Dance Revolution in some ways. As an almost 40 year old with a toddler running around I lost the time and energy to consider joining a gym. Liteboxer provides that calorie burn and fun factor at your pace without forcing you to pay for a subscription. The recent update has given me more motivation to keep playing daily! Work up a good sweat and get some modest gains while having fun with Liteboxer 🥊
378,SpicyJeff,Oct 26 at 10:22 PM,4,Fun and engaging way to get some cardio,"I tried this out as a way to get some cardio in as im currently injured and find it hard to do certain other things, I found it to be a really good way to get what i need."
379,Ossmaninthewild,Oct 29 at 9:07 PM,4,So far it’s good,I’ve only used the app a handful of times and so far it’s been good. I’ve gotten good workouts in although on the free version they are pretty short.
380,Craig Flanagan,Oct 7 at 3:14 PM,5,BoxFit fun,"Having recently purchased the Quest 2 I was looking for something to help keep me fit, sessions aren't too long which is great and soundtrack is great too. Highly recommend for a great way to keeping fit too"
381,Chauncey Mcneil,Sep 19 at 9:16 PM,5,Amazing App,"Although I prefer to use the actual Liteboxer, Liteboxer VR is a very immersive experience. I had such a blast doing a trainer class in Liteboxer VR, I think it helps you focus more given that it is a Virtual Reality experience. I highly recommend it for those who are interested in the product!!"
382,Wendy van D,Nov 1 at 11:34 PM,4,Getting back into the swing,This has helped me get back into both getting exercise and boxing. It is easy to use and has great visual. I really enjoy using this daily
383,LoShell,Sep 19 at 1:23 AM,5,AMAZED!,My expectations were low for a free version. I was absolutely AMAZED at the choices and the workouts available for a free version. I use this in addition to my workouts and it was just what I wanted! I would recommend for those that are not as mobil or for those just getting started on a workout plan! LET'S GET MOVING!!
384,Mar,Oct 31 at 4:56 AM,5,Fun experience excercising,Workout I really fun and exciting way to work out. Good music and definitely feel the burn
385,Ashton,Feb 1 at 10:09 PM,5,Good workout!,Been using this app as my workout for the past few days and it leaves a good burn and gets gets your heart pumping!
386,Becky,Oct 25 at 4:47 PM,5,Free version,There is alot of variety.  I wish it had a tutorial on how to do some of the moves. But all in all it is worth it.
387,Crumble,Oct 7 at 10:30 PM,5,SUCH A BLAST!,This is a case of not expecting the game to be as entertaining and fun as it was. I've always favored rhythm-based games; especially if it can make me feel this good when I play. I'm glad I chanced this;
388,Kayla,Oct 1 at 9:24 PM,5,Fun experience and a good workout!,"I was not sure what kind of experience I was going to get (not a big fan of boxing), but turns out I love this game.  I've now played multiple days in a row and it's given me a good sweat!  Can't believe working out is this much fun!"
389,pRiNcEzA,Oct 31 at 10:20 AM,5,amazing workout,great workout and with the free subscription im greatful for this app love it sooo much
390,Z3ROS3EPTIC,Oct 1 at 9:16 PM,5,Great workout,This app is a great workout for some people or if you want to learn how to box there are many trainers that give you workouts and tranniers for boxing if you want to learn about boxing or want to get better at fighting get this game
391,Ballergtzg,Feb 2 at 2:09 PM,4,Not bad at all,"I actually enjoy this and honestly I’ve paid for many workout apps and the virtual reality makes you feel more inside the gym, which for me is pretty motivating!"
392,Pedro Lopez,Oct 26 at 11:52 PM,5,amazing app,It is very engaging and the instructors are top notch as well. I’m considering to pay the subscription.
393,Dom,Oct 30 at 3:44 PM,5,Free version,Gets me up and active. Love it. Nice way to burn off a few calories and stay active.
394,BeerBellyGump,Sep 23 at 11:38 PM,5,So far so good,"Saw all the ads on FB and IG so have it a whirl. I'm only using the free version so far but liking it. 

The instructors are cool, music good and it gets my heart rate up. Might trial the premium version soon and see if it hooks me in. 

Definitely recommend trying it."
395,Ky,Oct 7 at 9:10 PM,5,One of the best movement games!,I’ve always seen the actual Liteboxer ads with the wall mount and never knew this existed. It is one of the funnest ways to exercise and it’s not just boring old workouts that I get burnt out on.
396,Jack,Oct 31 at 10:58 PM,5,Great game to work out with,"This game let me lose some pounds and   Is really fun, would totally recommend"
397,Parzival,Sep 24 at 1:30 AM,5,Amazing,I have not subscribed but use the free version now as part of my exercise routine. Love the tech behind the app along with the ever enthusiastic coaches. I would highly recommend. I would also love to have the real physical piece of equipment but it's very expensive.
398,Radstarr5,Oct 17 at 9:57 PM,5,Awesome,I play the lite version. And I enjoy it. You can get a sweat going within ten minutes. It teaches me coordination and rhythm which I lack. Very fun
399,RockClimberKen,Sep 16 at 9:46 PM,5,Surprised me how addicting this is!,"I have played other ‘exercise’ apps, but this one I really got into!  Not only does it feel like I am getting a workout, but I can tell my coordination and reaction time are improving.  What really set this apart from others is the along side video trainers to push you along.  You can’t help to elevate your session from their excitement.  Very addicting and I plan to play longer sessions as I get in better shape."
400,WickedDaddy,Oct 13 at 10:42 PM,5,Free version so far,So far have only played the free version and it is a great workout as is. Wife and I both love rhythm with the music and freestyle is fun too. Would highly recommend
401,Jon,Oct 27 at 6:00 AM,5,Great work out,"Really good work out, I could feel the burn while doing this work out, I'm really enjoying this app."
402,UndyingMonkey,Sep 16 at 4:42 PM,5,Good workout game,"The game has a lot more to offer than I first imagined before I started. The fact that you can play it for free is the most impressive part to me and if you want more content than you can buy the premium pack. This is a lot more useful for people who don’t want to pay for a workout game and it’s something Supernatural is severely lacking. It honestly an enjoyable experience and I’d highly recommend at least trying it, the base game is free after all."
403,mbmaccy,Sep 19 at 11:36 AM,5,Fabulous!!!!!,Thoroughly enjoyed using Liteboxer. Having been unwell for a while I'd lost some weight and muscle mass but playing Liteboxer just four days a week I've upped my fitness and am nearly back to normal. I do it at night and I get a much better night's sleep as a result. A definite must have.
404,Stephen,Oct 15 at 1:07 AM,5,Very good,Really enjoy this app gets the heart pumping good challenge I use the premium it seems abit much but alot of content and if you use it regularly it's worth it
405,Vicki,Sep 22 at 9:28 PM,5,Great access!,I love that you can access many features without having to pay. It lets me get in a small workout and really gets me going. I think it could definitely use some fixing on how close the punching bags are as they sometime are too close to each other but overall love it.
406,Bongobill,Sep 27 at 12:35 PM,4,very good boxercise experience,"i saw this advertised on Facebook, i have enjoyed working out in VR for a couple of years now (lost 3 stone), so, i thought I'd give it a try and I'm pleasantly surprised by the workout i got using Liteboxer. Plenty of workouts even for the free version, with some good music and guided exercises. I found trying to follow the trainer a bit tricky as they are off to one side and i wanted to make sure i was doing it properly, but by the time i watched and tried to focus back on the Liteboxer board, i had missed my shot and my streak. i would suggest that the trainer be visible behind the board like in the mitten training (excellent).

I'd highly recommend you try it, it's free, what have you got to lose? (except some weight)
i look forward to seeing what they change/add in future releases, utilising the full potential of the vr platform. 
i can see myself buying the full product and giving a full 5 stars

well done liteboxer"
407,Cal,Sep 28 at 12:35 AM,4,A remarkably slick approach to VR boxing,"This is a well designed and elegant VR boxing practice simulator. The coaches make it very engaging with a continual stream of encouragement and instruction. The music is great and I enjoyed the activities I participated in. The color, sound and images work really well to lead you through the strikes. Unfortunately, it's only a 7-day professional trial, so I wasn't able to fully evaluate the entire possibilities of the Premium options, but the free level is still quite varied and worth the download."
408,Faye,Oct 13 at 5:32 AM,4,Great App,This app has so many great workouts to choose from. It’s simple and has something for everyone from beginners to advanced. You’ll find yourself sweating by the end of the workout and you can’t ask for more than that!!!
409,DemonOfNight216,Oct 29 at 11:24 AM,5,Great quick workout,Look the free version is great for a quick 10 min workout if you are pressed for time!
410,Pine,Oct 1 at 1:32 AM,5,Great App!,I didn’t think this would be a workout app. But boy was I wrong! This is the best and most fun workout app I have ever used. Lite boxer is full of fun rhythm boxing exercises as well as instructional workouts! Just amazing!
411,Love Jesus Christ,Sep 15 at 12:48 PM,5,Hallelujah a neat program,"Thankful to God for the developers, trainers, etc and their work here. The content that is available on the free plan is nice. I like the idea of boxing as for growing in dexterity but do not like the idea of hurting people (even in a game) so it was nice to come across the app. I have been using it at least daily for over a week, and its usually the app i am looking forward to working out in. It is focused, and the parts work together to keep you motivated, with a nice learning curve, a nice workout where i want to keep improving. I could see paying for it in the future, its a little more expensive than i want to pay for right now; however, what seems right now like a nice package that is free helps me want to show some kind of monetary remuneration. I want to suggest a 6$ a month package that gave 25% additional to what the free package gives towards the full package? Wisdom from above, and  good integral health be to you in Jesus Christ's Holy name"
412,Psoas,Oct 5 at 1:16 AM,5,Must have for Quest users,"The best part is the real trainers on 1:1 ratio. Even free version is suffice for the starters, it does have good music which lets you on track punching and loosing weight. will highly recommend. 5 stars"
413,Drj,Nov 2 at 8:52 PM,5,Great way to start,Pretty easy if you know the moves but a good short workout
414,Bailey,Sep 26 at 9:20 PM,4,Great exercise,"I box often so I was a little skeptical at first. I found it fun and entertaining. I like that it keeps stats, and after a few 2 song mitt sessions I had a little sweat going. I wish there was a little realistic option for the “Sparring”, and a way to incorporate slips, rolls and other footwork, but for a free app it surpassed my expectations for fun and exercise difficulty."
415,Shauna Cavers,Oct 17 at 10:17 PM,5,Great work out,I love this app it's very immersive and the graphics are great I really like the coaching and I will be adding this to my workout routine
416,Courtney,Oct 28 at 9:05 PM,5,Amazing,Great workouts even just on basic I for sure will be upgrading to premium! Thanks!
417,Berdy57,Oct 21 at 9:05 PM,4,Gets your heart going,Spent 30 mins doing g 3 little routines. My shoulders felt it. Like all of these games you only get out of it what your willing to put in. Will definitely use again and again
418,Lise Morin,Oct 20 at 2:26 AM,5,Love it!!,"I've been focused on weight lifting and I'm now incorporating cardio, I just love this, highly considering the premium version"
419,Jp,Oct 4 at 10:21 PM,3,It’s pretty good,I’d say even just the free version comes with a good amount of content the only reason I haven’t bought the monthly subscription is because I’m using a gym as my main source of fitness but if you don’t want to go to the gym this might be a great way to get the burn at home.
420,Critty76,Oct 7 at 8:43 PM,5,Great workout,I started ysing the Liteboxer to get back into shspe. its a workout. even the free versions are super fun. great music and great eorkouts. im really enjoying it! 5 lbs in a week so far!
421,Corey,Sep 15 at 1:56 AM,5,LiteBoxer,"This app is great!! It's Guitar Hero meets boxing. Its super fun and addicting, but gives you a great workout in a brief amount of time. I love the ranking system, and how it tracks your velocity of punches. 

The premium version is in my opinion expensive but it does have new released songs you can use, and i do like the ability to search some hit songs. I wish there was some more new released music on the free version. Thats my only small complaint.

When it comes to the functionality and how great the app works. This is a great app. Glad they offered this for VR."
422,Prancer,Oct 7 at 7:43 PM,5,Good for your brain and your body,Great for keeping fit and helping with memory. A trainer encourages through the moves and keeps you on your toes. It definitely helped me   work out my arms and makes you concentrate .
423,Josh,Oct 2 at 8:18 PM,5,Honestly alot of fun.,I really enjoy this game since its a free boxing practise game. Multiple workouts to do and gets your blood pumping . It also teaches you the basics of boxing and is highly recommended if you have a quest.
424,jamieP,Sep 15 at 10:25 PM,5,Fantastic work out,"Great game if your new to boxing and want to learn the basics this is the game for you. 

If you are ready to freshen up on your old skills this is all so the game for you. 

I was drawn into it. Even skipping some real world boxing classes to take part in hours of fun on this amazing app"
425,Aj,Oct 28 at 9:11 PM,5,Free version,Great for learning and keeping you fit. Kids do boxing and love this game.
426,Alex,Oct 9 at 4:57 AM,5,Love the game,What more can you ask for out of a workout game. I love the mix up between sparring and total body workouts. Completed 500 punches with ease. I cut it on everyday. A must buy
427,Mershal,Oct 24 at 2:01 AM,4,Really enjoying it but…..,I only have the lite version but really enjoying it so far but I cannot purchase the subscription on my headset or on the mobile app.  Credit card is stored
428,Linzi,Sep 24 at 9:19 PM,4,Loving it early on,"So I've only been using it for a couple days, opting for the free 7 day trial after not knowing any of the songs offered for free. The library is pretty good, with a great mix from different genres. This is what will likely be the reason I continue my subscription. The classes are also fun, although not sure about longevity. Time will tell. So far however I've really enjoyed it."
429,Oreomilk2,Nov 2 at 4:37 AM,5,Good game,Its a good game it makes you use your quick reflexes
430,Frsted,Oct 28 at 9:27 PM,4,Fun exercise,"I have the free version and it's fun enough for a free version. Good exercise, but don't think you can go boxing everyone after."
431,Ashylychee,Sep 12 at 9:04 PM,5,Good work out,Where to start its music meets boxing meets work out its really good personaly i love it as having a medical condtion that affects my joins and body im limited to light works out and its hard to find equipment or rutines this is a game that offers light and good work out with the added adition of fun and music
432,Roshlyn,Sep 12 at 8:27 PM,5,Thank you!,"Can't get my PIN on my new oculus so stuck with free apps - and this is THE fitness app you want. It's the only free version of a GOOD app that delivers enough. The free version gives you full short workouts with professional trainers, great music, warmups and cooldowns. Compared to FitXR, this is better. I would compare it to SuperNatural, but they give nothing, not even a demo, for free. So when I can fix my device, this is the app I would spend money on."
433,HighVibeFreq,Sep 13 at 2:45 AM,5,Awesome Game! Pay Wall Is Unreasonable*,"This is an awesome game! Absolutely great! Definite 5 Stars! But I’m not good with the pay wall.

I saw Liteboxer on Instagram a couple weeks ago and wanted one. Then I saw that it was over $1000 and quickly changed my mind. Then I saw the creator post in the comment section that Liteboxer VR was coming, well here it is and it’s great!

I’d pay $30 for this, but $17.99 a month or whatever it was, no. I’m not trying to add no more bills, that’s more than Netflix. Not everybody is gonna be playing this everyday, but they will watch Netflix everyday and it costs less.

I’m good playing the trial for now, but the moment this is available to be purchased, BOOM! I’m getting it!

***REVIEW UPDATE***

Just found out I can’t play the trial anymore.

1 Star.

***REVIEW UPDATE 2***

Very happy with the updated free version! Thanks for listening guys. I would like to be able to preview a song before I play a round, but it’s cool! My 1 review has been changed to 5 Stars! Great game for hand/eye coordination! 

Here’s a tip, focus on the center while punching the lights✌️😁"
434,tea,Oct 20 at 2:12 AM,5,Game rating,I love  this this game.You get a really great workout and a nice sweat😊 I definitely recommend this game. 5 🌟
435,morphism,Oct 25 at 10:15 PM,4,"Good, fun, could use more variety music","It is fun, but as someone who sticks to one genre of music, it would be better with more variety of music. There could be a lot more variety."
436,Clayton Martin,Oct 4 at 5:07 AM,5,A New And Exiting Way To Work Out,"I really enjoyed playing this so far, I always thought it it would be cool to learn how to box and liteboxer is an easy way to do it! Its also a great way to work out your arms in a fun way!"
437,Massiveguns83,Sep 22 at 12:46 PM,5,Brilliant fun,I downloaded the free trial to get a feel for this app. I was hooked after my first go. The trainers and the playlists are first class. I could spend hours playing until my T-shirt is soaked with sweat. Highly recommend everyone to give it a go.
438,Taz,Sep 11 at 10:46 PM,5,Inspiring me to get fit again!,"Always looking for a fun / game oriented way to get fit and after a summer holiday resolution, this is absolutely perfect. 2 days in and reckon I need a day off, lots of stiff limbs, it’s definitely working. I can’t give it any less than 5/5 on a free basis but I wish that the premium version wasn’t structured around a monthly fee, it’s quite a commitment. I would far rather purchase extra tracks / workouts etc which I would gladly do on a buy it if you like it basis.
The only thing I think it needs (unless I haven’t found it), is a warm up routine. It has a cool down but having done this type of thing before, I think it’s too short. All that said, I still highly recommend it, great fun, suitable for all levels of fitness and will keep me coming back, -2.5 stone to go…."
439,Elss Buzz,Oct 31 at 11:09 AM,5,It is fun and hard work at the same time,"5 stars, as it actually feels like you doing a workout."
440,KnightMation,Oct 29 at 9:24 PM,4,Review,This game is pretty good even for the free demo of it! Got me moving pretty well and it was a fun test for reactions.
441,Cami Peña,Sep 26 at 2:09 AM,5,Love this game!,This game is fun and has an easy to maneuver! It has a great selection of modes and settings. I really like that it’s not too easy but not too difficult as well. It really helps me do a bit of working out while staying at home.
442,Koby,Oct 13 at 4:29 AM,5,Great workout,I'm using the basic version for now but definitely working up a good sweat. It's a good way to workout in my home and the time goes by quickly.
443,Zack Simpson,Sep 22 at 9:27 PM,4,REALLY great workout,"The pros: a lot of great content in the basic version and it is a blast to play. Seriously…you can get a world class 30 minute cardio workout that you will have a blast doing!
The con? The paid subscription is $18.99 per month and hard to justify. I would much rather pay $40 up front and then pay for additional DLC as it is released.
Overall you can’t go wrong here…give it a try!"
444,Riding,Sep 19 at 9:41 PM,5,A really well made exercise game,"I absolutely love this game, I've found myself working out daily and loving it, the addition of music being added constantly keeps it fresh, the only issue I've had is having to stream the lessons and without a stable internet connection it can be an issue"
445,Ryan,Oct 28 at 9:18 PM,5,Mr Bowie,Very easy to follow and a very good effective workout ☺️
446,T,Oct 30 at 10:28 PM,5,Good workout,Fun and entertaining with a good workout as well
447,ZBadWater,Sep 26 at 9:21 PM,3,Fun however too costly.,"the game is fun definitely. The cost however is impossible to find the reason to spend that much. 18.99 a month. or 180 a year is rediculas for a game. I would pay a one time fee of 20$ or just like beat saber, purchase each song. on thing is for sure I will not ever pay subscription for this game."
448,Mademoiselle X,Sep 21 at 9:21 PM,4,I like it.,"I actually thought you were going to punch people, but instead is a training board to get all your punches in and beating along with the music. It's fun, however I wish it was a little more engaging with the visuals. Stars popping out, strawberries, happy faces, or the like-- something to keep me more interested with some sort of goal other than making the correct punches. Or maybe something different swirling in the background every now and then. Yes, the suggestion is girly, and no, I'm not an athlete but I am an artist and VR is big for art immersion. It is more of a ""real"" training experience if that's what you prefer. I know that this is just the beginning of these type of programs and I am so excited now with what's offered and so excited to see where all of this leads! Anyway, for the free version this is another workout I've happily added to my queue."
449,Lailinda Mom,Sep 22 at 11:27 PM,4,Liteboxer,This was my first app I downloaded on the oculus. I recommend this app for everyone to download it.  I’ m a mom of 4 kids . I thought that I wouldn’t have fun using this app. It’s like a work out. And it’s like your learning how to box.  You break a sweat. I was tired the next day. But I use This app every day.
450,Chomart,Sep 26 at 10:32 PM,5,Simple & Effective & Fun,The first 24 hours after downloading I played for hours. The list of songs on the free version are fun and keep it interesting. If you are looking for a fun simple boxing game this is it. I would definitely recommend.
451,Dior,Nov 4 at 1:37 PM,5,Great work out,You will be sweating
452,Sportychik45,Oct 24 at 11:24 PM,5,Great app,I got the free version and I love it I look forward to working out daily.
453,Nati,Sep 23 at 10:24 PM,5,Just What I Need!!,I had been looking for a good boxing app to try while and this is the PERFECT fit. The free version has allowed me to do the right amount of fitness and consider getting the paid version when I'm looking for a greater challenge.
454,Dan,Nov 2 at 8:59 PM,4,Good game!,"It's a really nice game, It's more that just a game and I'm very happy to found this."
455,rektophobia,Sep 21 at 2:28 AM,4,For the price it's a good app,"I wish there were more dimensions to punching rather than just punching a straight wall. Some combos and punches are more effective on different planes such as uppercuts and hooks which I can't really practice. That being said, the amount of workouts in a free program like this is impressive and I always break a sweat when doing them. Maybe there is more of what I am talking about in the premium version but I'm not planning on paying for that at the moment."
456,Jasmine Drake,Oct 17 at 9:31 PM,5,Better than expected,This game is much better than I expected. It helps relieve stress and frustration from your daily routine.
